"","date","Station","Elev","Temp","MxTp","MnTp","DewP","RH","Spd","Dir","Gst","Pcp1","Pcp24","PcpAc","Sno24","SWE24","SnoHt","SWE"
"975",2022-05-18,"Hungry Horse QD",5500,37,60,37,30,74,1,48,4,NA,0,NA,NA,NA,NA,NA
"976",2022-05-19,"Hungry Horse QD",5500,37,53,37,23,57,1,360,6,NA,0.24,NA,NA,NA,NA,NA
"977",2022-05-20,"Hungry Horse QD",5500,33,40,32,33,100,1,87,2,NA,0.35,NA,NA,NA,NA,NA
"978",2022-05-21,"Hungry Horse QD",5500,34,48,33,26,72,0,NA,2,NA,NA,NA,NA,NA,NA,NA
"979",2022-05-22,"Hungry Horse QD",5500,28,53,28,23,80,0,NA,2,NA,0,NA,NA,NA,NA,NA
"980",2022-05-23,"Hungry Horse QD",5500,36,61,28,29,75,2,26,4,NA,0,NA,NA,NA,NA,NA
"981",2022-05-24,"Hungry Horse QD",5500,39,62,36,35,86,1,8,3,NA,0,NA,NA,NA,NA,NA
"982",2022-05-25,"Hungry Horse QD",5500,43,64,39,41,92,1,69,4,NA,0.01,NA,NA,NA,NA,NA
"983",2022-05-26,"Hungry Horse QD",5500,37,52,37,37,100,0,9,2,NA,0.05,NA,NA,NA,NA,NA
"984",2022-05-27,"Hungry Horse QD",5500,47,70,37,47,100,1,89,2,NA,0.37,NA,NA,NA,NA,NA
"985",2022-05-28,"Hungry Horse QD",5500,42,63,42,42,98,0,75,2,NA,0.16,NA,NA,NA,NA,NA
"986",2022-05-29,"Hungry Horse QD",5500,39,54,38,39,99,0,NA,0,NA,0.01,NA,NA,NA,NA,NA
"987",2022-05-30,"Hungry Horse QD",5500,46,61,39,34,62,3,357,7,NA,0,NA,NA,NA,NA,NA
"988",2022-05-31,"Hungry Horse QD",5500,38,61,38,36,93,0,59,2,NA,0,NA,NA,NA,NA,NA
"989",2021-10-01,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"990",2021-10-02,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"991",2021-10-03,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"992",2021-10-04,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"993",2021-10-05,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"994",2021-10-06,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"995",2021-10-07,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"996",2021-10-08,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"997",2021-10-09,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"998",2021-10-10,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"999",2021-10-11,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1000",2021-10-12,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1001",2021-10-13,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1002",2021-10-14,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1003",2021-10-15,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1004",2021-10-16,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1005",2021-10-17,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1006",2021-10-18,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1007",2021-10-19,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1008",2021-10-20,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1009",2021-10-21,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1010",2021-10-22,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1011",2021-10-23,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
"1012",2021-10-24,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
"1013",2021-10-25,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1014",2021-10-26,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1015",2021-10-27,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1016",2021-10-29,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA
"1017",2021-10-30,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"1018",2021-10-31,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1019",2021-11-01,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1020",2021-11-02,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1021",2021-11-03,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1022",2021-11-04,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1023",2021-11-05,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
"1024",2021-11-06,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1025",2021-11-07,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1026",2021-11-08,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1027",2021-11-09,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1028",2021-11-10,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1029",2021-11-11,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1030",2021-11-12,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1031",2021-11-13,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA
"1032",2021-11-14,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
"1033",2021-11-15,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"1034",2021-11-16,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA
"1035",2021-11-17,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1036",2021-11-18,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1037",2021-11-19,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1038",2021-11-20,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1039",2021-11-21,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1040",2021-11-22,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1041",2021-11-23,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1042",2021-11-24,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
"1043",2021-11-25,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1044",2021-11-26,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1045",2021-11-27,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1046",2021-11-28,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1047",2021-11-29,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1048",2021-11-30,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
"1049",2021-12-01,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1050",2021-12-02,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1051",2021-12-03,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1052",2021-12-04,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1053",2021-12-05,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA
"1054",2021-12-06,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1055",2021-12-07,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1056",2021-12-08,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
"1057",2021-12-09,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA
"1058",2021-12-10,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1059",2021-12-11,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1060",2021-12-12,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA
"1061",2021-12-13,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1062",2021-12-14,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1063",2021-12-16,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1064",2021-12-17,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1065",2021-12-18,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1066",2021-12-19,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1067",2021-12-20,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1068",2021-12-21,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1069",2021-12-22,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1070",2021-12-23,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1071",2021-12-24,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
"1072",2021-12-26,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1073",2021-12-27,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1074",2021-12-28,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1075",2021-12-29,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1076",2021-12-30,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1077",2021-12-31,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1078",2022-01-02,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1079",2022-01-03,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1080",2022-01-04,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1081",2022-01-05,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1082",2022-01-06,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1083",2022-01-07,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1084",2022-01-08,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA
"1085",2022-01-09,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1086",2022-01-10,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA
"1087",2022-01-11,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
"1088",2022-01-12,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
"1089",2022-01-13,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1090",2022-01-14,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1091",2022-01-15,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1092",2022-01-16,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1093",2022-01-17,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1094",2022-01-18,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1095",2022-01-19,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1096",2022-01-20,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1097",2022-01-21,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
"1098",2022-01-22,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1099",2022-01-23,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1100",2022-01-24,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1101",2022-01-25,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1102",2022-01-26,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1103",2022-01-27,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1104",2022-01-28,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1105",2022-01-29,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1106",2022-01-30,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1107",2022-01-31,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1108",2022-02-01,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
"1109",2022-02-02,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1110",2022-02-03,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1111",2022-02-05,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1112",2022-02-06,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1113",2022-02-07,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1114",2022-02-08,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1115",2022-02-09,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1116",2022-02-10,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1117",2022-02-11,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1118",2022-02-12,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1119",2022-02-13,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1120",2022-02-14,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1121",2022-02-15,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1122",2022-02-16,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1123",2022-02-17,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1124",2022-02-18,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1125",2022-02-19,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1126",2022-02-20,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
"1127",2022-02-21,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1128",2022-02-22,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1129",2022-02-23,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1130",2022-02-24,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1131",2022-02-25,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1132",2022-02-26,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1133",2022-02-27,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1134",2022-02-28,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1135",2022-03-01,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA
"1136",2022-03-02,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"1137",2022-03-03,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA
"1138",2022-03-04,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
"1139",2022-03-05,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1140",2022-03-06,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1141",2022-03-07,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1142",2022-03-08,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1143",2022-03-09,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1144",2022-03-10,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1145",2022-03-11,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1146",2022-03-12,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1147",2022-03-13,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1148",2022-03-14,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1149",2022-03-15,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1150",2022-03-16,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA
"1151",2022-03-17,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1152",2022-03-18,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1153",2022-03-19,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1154",2022-03-20,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1155",2022-03-21,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1156",2022-03-22,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1157",2022-03-23,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1158",2022-03-24,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
"1159",2022-03-25,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1160",2022-03-26,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1161",2022-03-27,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1162",2022-03-28,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1163",2022-03-29,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1164",2022-03-30,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1165",2022-03-31,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1166",2022-04-01,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"1167",2022-04-02,"Isaak Walton Inn at E",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
